"Rank","Name","Team","POS","SALARY","YEARS","Total_Value"
"","Jonas Hoglund","TOR","RW","$ 950,000","1 (2000)","$ 950,000"
"","Kirk McLean","NYR","G","$ 950,000","1 (2000)","$ 950,000"
"","Mike Grier","EDM","RW","$ 950,000","1 (2000)","$ 950,000"
"","Rhett Warrener","BUF","D","$ 950,000","1 (2000)","$ 950,000"
"","Turner Stevenson","NJD","RW","$ 950,000","1 (2000)","$ 950,000"
"","Grant Marshall","DAL","RW","$ 935,000","1 (2000)","$ 935,000"
"","Scott Pellerin","CAR","LW","$ 935,000","1 (2000)","$ 935,000"
"","Sergei Krivokrasov","MIN","RW","$ 935,000","1 (2000)","$ 935,000"
"","Chad Kilger","MTL","C","$ 931,700","1 (2000)","$ 931,700"
"","Daymond Langkow","PHI","C","$ 930,000","1 (2000)","$ 930,000"
"","Andrei Nazarov","BOS","LW","$ 925,000","1 (2000)","$ 925,000"
"","Denis Pederson","VAN","C","$ 925,000","1 (2000)","$ 925,000"
"","Eric Brewer","EDM","D","$ 925,000","1 (2000)","$ 925,000"
"","Jeff Shantz","CGY","C","$ 925,000","1 (2000)","$ 925,000"
"","Nik Antropov","TOR","RW","$ 925,000","1 (2000)","$ 925,000"
"","Rem Murray","EDM","C","$ 925,000","1 (2000)","$ 925,000"
"","Roberto Luongo","FLA","G","$ 925,000","1 (2000)","$ 925,000"
"","Todd Harvey","SJS","C","$ 925,000","1 (2000)","$ 925,000"
"","Dmitri Kalinin","BUF","D","$ 912,500","1 (2000)","$ 912,500"
"","Aaron Miller","LAK","D","$ 900,000","1 (2000)","$ 900,000"
"","Andreas Dackell","OTT","RW","$ 900,000","1 (2000)","$ 900,000"
"","Andrei Kovalenko","BOS","RW","$ 900,000","1 (2000)","$ 900,000"
"","Ethan Moreau","EDM","LW","$ 900,000","1 (2000)","$ 900,000"
"","Jassen Cullimore","TBL","D","$ 900,000","1 (2000)","$ 900,000"
"","Jon Klemm","COL","D","$ 900,000","1 (2000)","$ 900,000"
"","Patric Kjellberg","NSH","RW","$ 900,000","1 (2000)","$ 900,000"
"","Paul Laus","FLA","D","$ 900,000","1 (2000)","$ 900,000"
"","Rob DiMaio","CAR","RW","$ 900,000","1 (2000)","$ 900,000"
"","Ruslan Salei","ANA","D","$ 900,000","1 (2000)","$ 900,000"
"","Stephane Yelle","COL","C","$ 900,000","1 (2000)","$ 900,000"
"","Sandy McCarthy","NYR","RW","$ 880,000","1 (2000)","$ 880,000"
"","Chris Terreri","NYI","G","$ 875,000","1 (2000)","$ 875,000"
"","Ivan Novoseltsev","FLA","LW","$ 875,000","1 (2000)","$ 875,000"
"","J.P. Dumont","BUF","RW","$ 875,000","1 (2000)","$ 875,000"
"","Jamie McLennan","MIN","G","$ 875,000","1 (2000)","$ 875,000"
"","Marc Bergevin","PIT","D","$ 875,000","1 (2000)","$ 875,000"
"","Marcus Nilson","FLA","RW","$ 875,000","1 (2000)","$ 875,000"
"","Mark Parrish","NYI","RW","$ 875,000","1 (2000)","$ 875,000"
"","Matt Johnson","MIN","LW","$ 875,000","1 (2000)","$ 875,000"
"","Milan Kraft","PIT","C","$ 875,000","1 (2000)","$ 875,000"
"","Bill Lindsay","SJS","RW","$ 850,000","1 (2000)","$ 850,000"
"","Cale Hulse","NSH","D","$ 850,000","1 (2000)","$ 850,000"
"","Dave Manson","TOR","D","$ 850,000","1 (2000)","$ 850,000"
"","Gino Odjick","MTL","LW","$ 850,000","1 (2000)","$ 850,000"
"","Jason Marshall","WSH","D","$ 850,000","1 (2000)","$ 850,000"
"","Mats Lindgren","NYI","C","$ 850,000","1 (2000)","$ 850,000"
"","Scott Lachance","VAN","D","$ 850,000","1 (2000)","$ 850,000"
"","Stan Neckar","TBL","D","$ 850,000","1 (2000)","$ 850,000"
"","Tom Poti","EDM","D","$ 850,000","1 (2000)","$ 850,000"
"","Tomi Kallio","WPG","LW","$ 850,000","1 (2000)","$ 850,000"
"","Aki Berg","TOR","D","$ 838,750","1 (2000)","$ 838,750"
"","Darcy Tucker","TOR","C","$ 825,000","1 (2000)","$ 825,000"
"","Darren Van Impe","BOS","D","$ 825,000","1 (2000)","$ 825,000"
"","Eric Lacroix","OTT","LW","$ 825,000","1 (2000)","$ 825,000"
"","Martin Havlat","OTT","C","$ 825,000","1 (2000)","$ 825,000"
"","Rene Corbet","PIT","LW","$ 825,000","1 (2000)","$ 825,000"
"","Scott Hannan","SJS","D","$ 825,000","1 (2000)","$ 825,000"
"","Bob Corkum","NJD","C","$ 800,000","1 (2000)","$ 800,000"
"","Brad Brown","NYR","D","$ 800,000","1 (2000)","$ 800,000"
"","Denis Arkhipov","NSH","C","$ 800,000","1 (2000)","$ 800,000"
"","Drake Berehowsky","VAN","D","$ 800,000","1 (2000)","$ 800,000"
"","Hal Gill","BOS","D","$ 800,000","1 (2000)","$ 800,000"
"","Ian Laperriere","LAK","C","$ 800,000","1 (2000)","$ 800,000"
"","Jan Hlavac","NYR","LW","$ 800,000","1 (2000)","$ 800,000"
"","Krzysztof Oliwa","PIT","LW","$ 800,000","1 (2000)","$ 800,000"
"","Marc Savard","CGY","C","$ 800,000","1 (2000)","$ 800,000"
"","Michal Rozsival","PIT","D","$ 800,000","1 (2000)","$ 800,000"
"","Mike Wilson","FLA","D","$ 800,000","1 (2000)","$ 800,000"
"","Olli Jokinen","FLA","C","$ 800,000","1 (2000)","$ 800,000"
"","Tyson Nash","STL","LW","$ 800,000","1 (2000)","$ 800,000"
"","Brenden Morrow","DAL","LW","$ 790,000","1 (2000)","$ 790,000"
"","Craig Billington","WSH","G","$ 787,500","1 (2000)","$ 787,500"
"","Alyn McCauley","TOR","C","$ 786,500","1 (2000)","$ 786,500"
"","Cory Sarich","TBL","D","$ 775,000","1 (2000)","$ 775,000"
"","Harold Druken","VAN","C","$ 775,000","1 (2000)","$ 775,000"
"","Mike Knuble","BOS","RW","$ 775,000","1 (2000)","$ 775,000"
"","Scott Walker","NSH","C","$ 775,000","1 (2000)","$ 775,000"
"","Andrei Zyuzin","TBL","D","$ 770,000","1 (2000)","$ 770,000"
"","Josef Beranek","PIT","LW","$ 770,000","1 (2000)","$ 770,000"
"","Kevin Weekes","TBL","G","$ 770,000","1 (2000)","$ 770,000"
"","Marco Sturm","SJS","C","$ 770,000","1 (2000)","$ 770,000"
"","Patrick Marleau","SJS","C","$ 770,000","1 (2000)","$ 770,000"
"","Alexander Korolyuk","SJS","RW","$ 750,000","1 (2000)","$ 750,000"
"","Espen Knutsen","CBJ","C","$ 750,000","1 (2000)","$ 750,000"
"","Jeff Norton","SJS","D","$ 750,000","1 (2000)","$ 750,000"
"","Kimmo Timonen","NSH","D","$ 750,000","1 (2000)","$ 750,000"
"","Kirk Muller","DAL","LW","$ 750,000","1 (2000)","$ 750,000"
"","Maxim Afinogenov","BUF","RW","$ 750,000","1 (2000)","$ 750,000"
"","Nikolai Khabibulin","TBL","G","$ 750,000","1 (2000)","$ 750,000"
"","P.J. Axelsson","BOS","LW","$ 750,000","1 (2000)","$ 750,000"
"","Roman Lyashenko","DAL","C","$ 750,000","1 (2000)","$ 750,000"
"","Samuel Pahlsson","ANA","C","$ 750,000","1 (2000)","$ 750,000"
"","Sheldon Souray","MTL","D","$ 750,000","1 (2000)","$ 750,000"
"","Todd Warriner","TBL","LW","$ 750,000","1 (2000)","$ 750,000"
"","Tomas Holmstrom","DET","LW","$ 750,000","1 (2000)","$ 750,000"
"","Vinny Prospal","FLA","C","$ 750,000","1 (2000)","$ 750,000"
"","Aaron Ward","DET","D","$ 745,000","1 (2000)","$ 745,000"
"","Greg de Vries","COL","D","$ 725,000","1 (2000)","$ 725,000"
"","Jamie Pushor","CBJ","D","$ 725,000","1 (2000)","$ 725,000"
"","Jeff Finley","STL","D","$ 725,000","1 (2000)","$ 725,000"
"","Mathieu Dandenault","DET","D","$ 725,000","1 (2000)","$ 725,000"
"","Andrei Markov","MTL","D","$ 700,000","1 (2000)","$ 700,000"
"","Bruce Gardiner","CBJ","C","$ 700,000","1 (2000)","$ 700,000"
"","Craig Berube","NYI","LW","$ 700,000","1 (2000)","$ 700,000"
"","Craig Johnson","LAK","LW","$ 700,000","1 (2000)","$ 700,000"
"","Garry Valk","TOR","RW","$ 700,000","1 (2000)","$ 700,000"
"","Georges Laraque","EDM","RW","$ 700,000","1 (2000)","$ 700,000"
"","J.S. Aubin","PIT","G","$ 700,000","1 (2000)","$ 700,000"
"","James Black","WSH","LW","$ 700,000","1 (2000)","$ 700,000"
"","Jan Hrdina","PIT","C","$ 700,000","1 (2000)","$ 700,000"
"","Jaroslav Spacek","CHI","D","$ 700,000","1 (2000)","$ 700,000"
"","Jere Karalahti","LAK","D","$ 700,000","1 (2000)","$ 700,000"
"","Paul Ranheim","PHI","LW","$ 700,000","1 (2000)","$ 700,000"
"","Sami Salo","OTT","D","$ 700,000","1 (2000)","$ 700,000"
"","Sebastien Bordeleau","NSH","C","$ 700,000","1 (2000)","$ 700,000"
"","Vaclav Varada","BUF","RW","$ 700,000","1 (2000)","$ 700,000"
"","Paul Mara","ARI","D","$ 687,500","1 (2000)","$ 687,500"
"","Mike Fisher","OTT","C","$ 685,000","1 (2000)","$ 685,000"
"","Richard Zednik","MTL","RW","$ 685,000","1 (2000)","$ 685,000"
"","Brendan Morrison","VAN","C","$ 675,000","1 (2000)","$ 675,000"
"","Jason Strudwick","VAN","D","$ 675,000","1 (2000)","$ 675,000"
"","Marian Hossa","OTT","RW","$ 675,000","1 (2000)","$ 675,000"
"","Patrik Elias","NJD","C","$ 675,000","1 (2000)","$ 675,000"
"","Petr Sykora","NJD","RW","$ 675,000","1 (2000)","$ 675,000"
"","Aleksey Morozov","PIT","RW","$ 660,000","1 (2000)","$ 660,000"
"","Dan Cloutier","VAN","G","$ 660,000","1 (2000)","$ 660,000"
"","Daniel Briere","ARI","C","$ 660,000","1 (2000)","$ 660,000"
"","Josh Green","EDM","LW","$ 660,000","1 (2000)","$ 660,000"
"","David Vyborny","CBJ","RW","$ 650,000","1 (2000)","$ 650,000"
"","Hans Jonsson","PIT","D","$ 650,000","1 (2000)","$ 650,000"
"","Jan Bulis","MTL","C","$ 650,000","1 (2000)","$ 650,000"
"","Kevin Dean","CHI","D","$ 650,000","1 (2000)","$ 650,000"
"","Pavel Kubina","TBL","D","$ 650,000","1 (2000)","$ 650,000"
"","Ron Sutter","CGY","C","$ 650,000","1 (2000)","$ 650,000"
"","Scott Gomez","NJD","C","$ 650,000","1 (2000)","$ 650,000"
"","Sergei Nemchinov","NJD","LW","$ 650,000","1 (2000)","$ 650,000"
"","Ted Donato","DAL","LW","$ 650,000","1 (2000)","$ 650,000"
"","Willie Mitchell","MIN","D","$ 650,000","1 (2000)","$ 650,000"
"","Wade Belak","TOR","D","$ 638,000","1 (2000)","$ 638,000"
"","Vladimir Tsyplakov","BUF","LW","$ 632,500","1 (2000)","$ 632,500"
"","Zdeno Chara","NYI","D","$ 632,500","1 (2000)","$ 632,500"
"","Christian Laflamme","MTL","D","$ 625,000","1 (2000)","$ 625,000"
"","Colin White","NJD","D","$ 625,000","1 (2000)","$ 625,000"
"","Danny Markov","TOR","D","$ 625,000","1 (2000)","$ 625,000"
"","Dave Karpa","CAR","D","$ 625,000","1 (2000)","$ 625,000"
"","Dave Scatchard","NYI","C","$ 625,000","1 (2000)","$ 625,000"
"","Joe Sacco","WSH","RW","$ 625,000","1 (2000)","$ 625,000"
"","Juha Ylonen","ARI","C","$ 625,000","1 (2000)","$ 625,000"
"","Ossi Vaananen","ARI","D","$ 625,000","1 (2000)","$ 625,000"
"","Tomas Vokoun","NSH","G","$ 625,000","1 (2000)","$ 625,000"
"","Jochen Hecht","STL","C","$ 617,500","1 (2000)","$ 617,500"
"","Mattias Timander","CBJ","D","$ 610,000","1 (2000)","$ 610,000"
"","Jean-Sebastien Giguere","ANA","G","$ 605,000","1 (2000)","$ 605,000"
"","Benoit Hogue","DAL","C","$ 600,000","1 (2000)","$ 600,000"
"","Brent Gilchrist","DET","LW","$ 600,000","1 (2000)","$ 600,000"
"","Daniel Cleary","EDM","LW","$ 600,000","1 (2000)","$ 600,000"
"","Darren Langdon","CAR","LW","$ 600,000","1 (2000)","$ 600,000"
"","Denis Gauthier","CGY","D","$ 600,000","1 (2000)","$ 600,000"
"","Garth Snow","PIT","G","$ 600,000","1 (2000)","$ 600,000"
"","James Patrick","BUF","D","$ 600,000","1 (2000)","$ 600,000"
"","Jamie Allison","CHI","D","$ 600,000","1 (2000)","$ 600,000"
"","Jean-Yves Leroux","CHI","LW","$ 600,000","1 (2000)","$ 600,000"
"","Jeff Odgers","WPG","RW","$ 600,000","1 (2000)","$ 600,000"
"","Kevin Stevens","PIT","LW","$ 600,000","1 (2000)","$ 600,000"
"","Marc Denis","CBJ","G","$ 600,000","1 (2000)","$ 600,000"
"","Marek Malik","CAR","D","$ 600,000","1 (2000)","$ 600,000"
"","Mark Eaton","NSH","D","$ 600,000","1 (2000)","$ 600,000"
"","Mike Sullivan","ARI","RW","$ 600,000","1 (2000)","$ 600,000"
"","Patrick Poulin","MTL","C","$ 600,000","1 (2000)","$ 600,000"
"","Scott Parker","COL","RW","$ 600,000","1 (2000)","$ 600,000"
"","Todd Reirden","STL","D","$ 600,000","1 (2000)","$ 600,000"
"","Toni Lydman","CGY","D","$ 600,000","1 (2000)","$ 600,000"
"","Tony Hrkac","ANA","C","$ 600,000","1 (2000)","$ 600,000"
"","Vitali Yachmenev","NSH","LW","$ 600,000","1 (2000)","$ 600,000"
"","Wayne Primeau","PIT","C","$ 600,000","1 (2000)","$ 600,000"
"","Andy Sutton","MIN","D","$ 577,500","1 (2000)","$ 577,500"
"","Hnat Domenichelli","WPG","C","$ 577,500","1 (2000)","$ 577,500"
"","Dwayne Roloson","STL","G","$ 575,000","1 (2000)","$ 575,000"
"","Karlis Skrastins","NSH","D","$ 575,000","1 (2000)","$ 575,000"
"","Ken Belanger","BOS","LW","$ 575,000","1 (2000)","$ 575,000"
"","Oleg Petrov","MTL","RW","$ 575,000","1 (2000)","$ 575,000"
"","Sergei Brylin","NJD","C","$ 575,000","1 (2000)","$ 575,000"
"","Kevin Dineen","CBJ","RW","$ 570,000","1 (2000)","$ 570,000"
"","Shean Donovan","WPG","RW","$ 565,675","1 (2000)","$ 565,675"
"","Mikko Eloranta","BOS","LW","$ 551,076","1 (2000)","$ 551,076"
"","Blake Sloan","CBJ","RW","$ 550,000","1 (2000)","$ 550,000"
"","David Tanabe","CAR","D","$ 550,000","1 (2000)","$ 550,000"
"","Eric Cairns","NYI","D","$ 550,000","1 (2000)","$ 550,000"
"","Ian Moran","PIT","D","$ 550,000","1 (2000)","$ 550,000"
"","Jani Hurme","OTT","G","$ 550,000","1 (2000)","$ 550,000"
"","Jay Pandolfo","NJD","LW","$ 550,000","1 (2000)","$ 550,000"
"","Jody Hull","PHI","RW","$ 550,000","1 (2000)","$ 550,000"
"","John Madden","NJD","C","$ 550,000","1 (2000)","$ 550,000"
"","Kent Manderville","PHI","C","$ 550,000","1 (2000)","$ 550,000"
"","Kyle Calder","CHI","C","$ 550,000","1 (2000)","$ 550,000"
"","Martin Biron","BUF","G","$ 550,000","1 (2000)","$ 550,000"
"","Marty Reasoner","STL","C","$ 550,000","1 (2000)","$ 550,000"
"","Nolan Pratt","COL","D","$ 550,000","1 (2000)","$ 550,000"
"","Patrick Lalime","OTT","G","$ 550,000","1 (2000)","$ 550,000"
"","Patrick Traverse","MTL","D","$ 550,000","1 (2000)","$ 550,000"
"","Petr Tenkrat","ANA","RW","$ 550,000","1 (2000)","$ 550,000"
"","Roman Simicek","MIN","C","$ 550,000","1 (2000)","$ 550,000"
"","Shaun Van Allen","DAL","C","$ 550,000","1 (2000)","$ 550,000"
"","Steven Halko","CAR","D","$ 550,000","1 (2000)","$ 550,000"
"","Tomas Kloucek","NYR","D","$ 550,000","1 (2000)","$ 550,000"
"","Tyler Bouck","DAL","RW","$ 550,000","1 (2000)","$ 550,000"
"","Deron Quint","CBJ","D","$ 532,400","1 (2000)","$ 532,400"
"","Brad Bombardir","MIN","D","$ 525,000","1 (2000)","$ 525,000"
"","Dave Lowry","CGY","LW","$ 525,000","1 (2000)","$ 525,000"
"","David Harlock","WPG","D","$ 525,000","1 (2000)","$ 525,000"
"","Denny Lambert","WPG","LW","$ 525,000","1 (2000)","$ 525,000"
"","Jaroslav Modry","LAK","D","$ 525,000","1 (2000)","$ 525,000"
"","Jim Campbell","MTL","RW","$ 525,000","1 (2000)","$ 525,000"
"","Jim McKenzie","NJD","LW","$ 525,000","1 (2000)","$ 525,000"
"","Manny Legace","DET","G","$ 525,000","1 (2000)","$ 525,000"
"","Mike York","NYR","C","$ 525,000","1 (2000)","$ 525,000"
"","Peter Skudra","BOS","G","$ 525,000","1 (2000)","$ 525,000"
"","Shawn Horcoff","EDM","C","$ 525,000","1 (2000)","$ 525,000"
"","Steve Staios","WPG","D","$ 525,000","1 (2000)","$ 525,000"
"","Jeff Halpern","WSH","C","$ 510,000","1 (2000)","$ 510,000"
"","Shane Willis","CAR","RW","$ 508,750","1 (2000)","$ 508,750"
"","Sergei Zholtok","EDM","C","$ 505,000","1 (2000)","$ 505,000"
"","Aaron Gavey","MIN","C","$ 500,000","1 (2000)","$ 500,000"
"","Alexander Kharitonov","TBL","LW","$ 500,000","1 (2000)","$ 500,000"
"","Andy Delmore","PHI","D","$ 500,000","1 (2000)","$ 500,000"
"","Bob Essensa","VAN","G","$ 500,000","1 (2000)","$ 500,000"
"","Brent Johnson","STL","G","$ 500,000","1 (2000)","$ 500,000"
"","Chris Dingman","COL","LW","$ 500,000","1 (2000)","$ 500,000"
"","Chris McAllister","PHI","D","$ 500,000","1 (2000)","$ 500,000"
"","Corey Schwab","VAN","G","$ 500,000","1 (2000)","$ 500,000"
"","Darby Hendrickson","MIN","C","$ 500,000","1 (2000)","$ 500,000"
"","Dave Reid","COL","LW","$ 500,000","1 (2000)","$ 500,000"
"","Eric Messier","COL","D","$ 500,000","1 (2000)","$ 500,000"
"","Evgeni Nabokov","SJS","G","$ 500,000","1 (2000)","$ 500,000"
"","Frantisek Kaberle","WPG","D","$ 500,000","1 (2000)","$ 500,000"
"","Jan Lasak","NSH","G","$ 500,000","1 (2000)","$ 500,000"
"","Jim Cummins","ANA","RW","$ 500,000","1 (2000)","$ 500,000"
"","John Grahame","BOS","G","$ 500,000","1 (2000)","$ 500,000"
"","John Jakopin","FLA","D","$ 500,000","1 (2000)","$ 500,000"
"","Ladislav Benysek","MIN","D","$ 500,000","1 (2000)","$ 500,000"
"","Lubomir Visnovsky","LAK","D","$ 500,000","1 (2000)","$ 500,000"
"","Marian Cisar","NSH","LW","$ 500,000","1 (2000)","$ 500,000"
"","Milan Hnilicka","WPG","G","$ 500,000","1 (2000)","$ 500,000"
"","Pavel Trnka","ANA","D","$ 500,000","1 (2000)","$ 500,000"
"","Rob Ray","BUF","RW","$ 500,000","1 (2000)","$ 500,000"
"","Ryan VandenBussche","CHI","RW","$ 500,000","1 (2000)","$ 500,000"
"","Stephen Guolla","WPG","C","$ 500,000","1 (2000)","$ 500,000"
"","Stu Grimson","LAK","LW","$ 500,000","1 (2000)","$ 500,000"
"","Todd Fedoruk","PHI","LW","$ 500,000","1 (2000)","$ 500,000"
"","Tommy Westlund","CAR","RW","$ 500,000","1 (2000)","$ 500,000"
"","Bates Battaglia","CAR","LW","$ 495,000","1 (2000)","$ 495,000"
"","David Legwand","NSH","C","$ 487,500","1 (2000)","$ 487,500"
"","Kevyn Adams","CAR","C","$ 484,500","1 (2000)","$ 484,500"
"","Ryan Johnson","TBL","C","$ 484,000","1 (2000)","$ 484,000"
"","Shawn Bates","BOS","C","$ 484,000","1 (2000)","$ 484,000"
"","Erik Rasmussen","BUF","LW","$ 481,250","1 (2000)","$ 481,250"
"","Andrew Brunette","WPG","LW","$ 475,000","1 (2000)","$ 475,000"
"","Kim Johnsson","NYR","D","$ 475,000","1 (2000)","$ 475,000"
"","Lance Ward","FLA","D","$ 475,000","1 (2000)","$ 475,000"
"","Manny Fernandez","MIN","G","$ 475,000","1 (2000)","$ 475,000"
"","Marty Turco","DAL","G","$ 475,000","1 (2000)","$ 475,000"
"","Sean Brown","EDM","D","$ 475,000","1 (2000)","$ 475,000"
"","Ville Nieminen","COL","LW","$ 475,000","1 (2000)","$ 475,000"
"","Yannick Tremblay","WPG","D","$ 475,000","1 (2000)","$ 475,000"
"","Jason Ward","MTL","C","$ 462,500","1 (2000)","$ 462,500"
"","Jim Dowd","MIN","C","$ 460,000","1 (2000)","$ 460,000"
"","Alexander Khavanov","STL","D","$ 450,000","1 (2000)","$ 450,000"
"","Andrew Ference","PIT","D","$ 450,000","1 (2000)","$ 450,000"
"","Antti Laaksonen","MIN","LW","$ 450,000","1 (2000)","$ 450,000"
"","Brian Rafalski","NJD","D","$ 450,000","1 (2000)","$ 450,000"
"","Cam Stewart","MIN","LW","$ 450,000","1 (2000)","$ 450,000"
"","Chris Herperger","CHI","LW","$ 450,000","1 (2000)","$ 450,000"
"","Chris McAlpine","CHI","D","$ 450,000","1 (2000)","$ 450,000"
"","Craig Darby","MTL","C","$ 450,000","1 (2000)","$ 450,000"
"","Dean Sylvester","WPG","RW","$ 450,000","1 (2000)","$ 450,000"
"","Jamal Mayers","STL","C","$ 450,000","1 (2000)","$ 450,000"
"","Jamie Heward","CBJ","D","$ 450,000","1 (2000)","$ 450,000"
"","Jason Blake","NYI","C","$ 450,000","1 (2000)","$ 450,000"
"","Ladislav Nagy","ARI","C","$ 450,000","1 (2000)","$ 450,000"
"","Oleg Kvasha","NYI","C","$ 450,000","1 (2000)","$ 450,000"
"","Peter Schaefer","VAN","LW","$ 450,000","1 (2000)","$ 450,000"
"","Peter White","PHI","C","$ 450,000","1 (2000)","$ 450,000"
"","Peter Worrell","FLA","LW","$ 450,000","1 (2000)","$ 450,000"
"","Petr Buzek","WPG","D","$ 450,000","1 (2000)","$ 450,000"
"","Randy Robitaille","NSH","C","$ 450,000","1 (2000)","$ 450,000"
"","Rob Valicevic","NSH","RW","$ 450,000","1 (2000)","$ 450,000"
"","Stacy Roest","MIN","C","$ 450,000","1 (2000)","$ 450,000"
"","Steve Dubinsky","CHI","C","$ 450,000","1 (2000)","$ 450,000"
"","Steve Martins","NYI","C","$ 450,000","1 (2000)","$ 450,000"
"","Steve McKenna","PIT","LW","$ 450,000","1 (2000)","$ 450,000"
"","Steve Poapst","CHI","D","$ 450,000","1 (2000)","$ 450,000"
"","Wade Flaherty","TBL","G","$ 450,000","1 (2000)","$ 450,000"
"","Lubos Bartecko","STL","LW","$ 440,000","1 (2000)","$ 440,000"
"","Marc Chouinard","ANA","C","$ 440,000","1 (2000)","$ 440,000"
"","Matt Cullen","ANA","C","$ 440,000","1 (2000)","$ 440,000"
"","Mike Leclerc","ANA","LW","$ 440,000","1 (2000)","$ 440,000"
"","Mark Smith","SJS","C","$ 430,000","1 (2000)","$ 430,000"
"","Andre Roy","OTT","LW","$ 425,000","1 (2000)","$ 425,000"
"","Clarke Wilm","CGY","C","$ 425,000","1 (2000)","$ 425,000"
"","Dominic Roussel","EDM","G","$ 425,000","1 (2000)","$ 425,000"
"","Jarno Kultanen","BOS","D","$ 425,000","1 (2000)","$ 425,000"
"","Niclas Havelid","ANA","D","$ 425,000","1 (2000)","$ 425,000"
"","Niclas Wallin","CAR","D","$ 425,000","1 (2000)","$ 425,000"
"","Philippe Boucher","LAK","D","$ 425,000","1 (2000)","$ 425,000"
"","Ruslan Fedotenko","PHI","LW","$ 425,000","1 (2000)","$ 425,000"
"","Aris Brimanis","NYI","D","$ 420,000","1 (2000)","$ 420,000"
"","Jeff Toms","NYR","C","$ 420,000","1 (2000)","$ 420,000"
"","Dan Boyle","FLA","D","$ 412,500","1 (2000)","$ 412,500"
"","Jeff Nielsen","MIN","RW","$ 405,000","1 (2000)","$ 405,000"
"","Andreas Karlsson","WPG","C","$ 400,000","1 (2000)","$ 400,000"
"","Bryce Salvador","STL","D","$ 400,000","1 (2000)","$ 400,000"
"","Chris Joseph","WPG","D","$ 400,000","1 (2000)","$ 400,000"
"","Jamie Rivers","OTT","D","$ 400,000","1 (2000)","$ 400,000"
"","Jean-Luc Grand-Pierre","CBJ","D","$ 400,000","1 (2000)","$ 400,000"
"","Jonathan Girard","BOS","D","$ 400,000","1 (2000)","$ 400,000"
"","Josef Vasicek","CAR","C","$ 400,000","1 (2000)","$ 400,000"
"","Ladislav Kohn","WPG","RW","$ 400,000","1 (2000)","$ 400,000"
"","Landon Wilson","ARI","RW","$ 400,000","1 (2000)","$ 400,000"
"","Len Barrie","FLA","C","$ 400,000","1 (2000)","$ 400,000"
"","Louie DeBrusk","ARI","LW","$ 400,000","1 (2000)","$ 400,000"
"","Mika Alatalo","ARI","LW","$ 400,000","1 (2000)","$ 400,000"
"","Pascal Trepanier","ANA","D","$ 400,000","1 (2000)","$ 400,000"
"","Per Svartvadet","WPG","C","$ 400,000","1 (2000)","$ 400,000"
"","Radoslav Suchy","ARI","D","$ 400,000","1 (2000)","$ 400,000"
"","Richard Lintner","NSH","D","$ 400,000","1 (2000)","$ 400,000"
"","Sami Helenius","DAL","D","$ 400,000","1 (2000)","$ 400,000"
"","Serge Aubin","CBJ","C","$ 400,000","1 (2000)","$ 400,000"
"","Steven Reinprecht","COL","C","$ 400,000","1 (2000)","$ 400,000"
"","Sylvain Blouin","MIN","LW","$ 400,000","1 (2000)","$ 400,000"
"","Trent Whitfield","WSH","C","$ 400,000","1 (2000)","$ 400,000"
"","Tyler Wright","CBJ","C","$ 400,000","1 (2000)","$ 400,000"
"","Nils Ekman","TBL","LW","$ 390,000","1 (2000)","$ 390,000"
"","Brad Isbister","NYI","RW","$ 385,000","1 (2000)","$ 385,000"
"","Brad Lukowich","DAL","D","$ 385,000","1 (2000)","$ 385,000"
"","Shane Hnidy","OTT","D","$ 385,000","1 (2000)","$ 385,000"
"","Tomas Kaberle","TOR","D","$ 385,000","1 (2000)","$ 385,000"
"","Brent Sopel","VAN","D","$ 375,000","1 (2000)","$ 375,000"
"","Dale Purinton","NYR","D","$ 375,000","1 (2000)","$ 375,000"
"","Dan Hinote","COL","RW","$ 375,000","1 (2000)","$ 375,000"
"","Johan Hedberg","PIT","G","$ 375,000","1 (2000)","$ 375,000"
"","Reid Simpson","STL","LW","$ 375,000","1 (2000)","$ 375,000"
"","Robert Esche","ARI","G","$ 375,000","1 (2000)","$ 375,000"
"","Steve Webb","NYI","RW","$ 375,000","1 (2000)","$ 375,000"
"","Wes Walz","MIN","C","$ 375,000","1 (2000)","$ 375,000"
"","Filip Kuba","MIN","D","$ 360,000","1 (2000)","$ 360,000"
"","Reed Low","STL","RW","$ 360,000","1 (2000)","$ 360,000"
"","Eric Belanger","LAK","C","$ 357,500","1 (2000)","$ 357,500"
"","Eric Boulton","BUF","LW","$ 357,500","1 (2000)","$ 357,500"
"","Arron Asham","MTL","RW","$ 350,000","1 (2000)","$ 350,000"
"","David Aebischer","COL","G","$ 350,000","1 (2000)","$ 350,000"
"","Denis Hamel","BUF","LW","$ 350,000","1 (2000)","$ 350,000"
"","Joel Bouchard","ARI","D","$ 350,000","1 (2000)","$ 350,000"
"","Kip Miller","PIT","C","$ 350,000","1 (2000)","$ 350,000"
"","Lubomir Sekeras","MIN","D","$ 350,000","1 (2000)","$ 350,000"
"","P.J. Stock","PHI","LW","$ 350,000","1 (2000)","$ 350,000"
"","Ricard Persson","OTT","D","$ 350,000","1 (2000)","$ 350,000"
